x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89624.1185987932,43140.16935528989,0.0,0.0,0.0,0.8755922333202135,0.4830509713780946,13.88888888888889
89622.3261405538,43143.01239657982,0.0,0.0,0.0,0.8755922333199839,0.4830509713785109,13.88888888888889
89620.50712927654,43145.897553987954,0.0,0.0,0.0,0.8755922333210118,0.4830509713766477,13.88888888888889
89618.91813714555,43148.41787504117,0.0,0.0,0.0,0.8755922333201291,0.4830509713782476,13.88888888888889
89617.33041195768,43150.93618657947,0.0,0.0,0.0,0.8570623813606568,0.5152126497441616,13.88888888888889
89615.67357534902,43154.05530758728,0.0,0.0,0.0,0.8632094877929921,0.5048458974619485,13.88888888888889
89613.94025098016,43157.13677313193,0.0,0.0,0.0,0.8166538869820649,0.5771277405194494,13.88888888888889
89612.84889859975,43160.21823867659,0.0,0.0,0.0,0.8068121543130274,0.5908080463676605,13.88888888888889
89611.62915182166,43164.07007060741,0.0,0.0,0.0,0.34827434473322644,0.9373926502808958,13.88888888888889
89613.49087058823,43165.67500057859,0.0,0.0,0.0,0.2703736527528251,0.9627554663034091,11.11111111111111
89616.12295574095,43167.27993054976,0.0,0.0,0.0,-0.08248053154455406,0.9965926760297448,10.555555555555555
89619.5896044787,43166.70215576014,0.0,0.0,0.0,-0.40294922444762454,0.9152223350186871,10.555555555555555
89624.73620630031,43161.08063262934,0.0,0.0,0.0,-0.5631818656437009,0.8263329753858795,10.555555555555555
89626.13107458607,43157.53005881101,0.0,0.0,0.0,-0.5524309953116208,0.8335586334619851,10.555555555555555
89627.52594287184,43154.23309740829,0.0,0.0,0.0,-0.5606288093043647,0.8280672304698274,10.555555555555555
89628.54039253423,43151.69697325234,0.0,0.0,0.0,-0.5865832567732288,0.8098889324304366,10.555555555555555
89629.312167214,43149.34548076332,0.0,0.0,0.0,-0.5325734373849476,0.8463837981625011,10.555555555555555
89630.32484158946,43147.23574248109,0.0,0.0,0.0,-0.5488135213180163,0.8359448060838223,10.555555555555555
89631.42190549623,43144.70405654242,0.0,0.0,0.0,-0.5257311121191336,0.85065080835204,10.555555555555555
89632.77213799686,43142.003591541164,0.0,0.0,0.0,-0.4800761937340049,0.8772267940560583,10.555555555555555
89634.12237049747,43139.89385325894,0.0,0.0,0.0,-0.294171291877208,0.9557527143750597,10.555555555555555
89636.2321087797,43138.459231227025,0.0,0.0,0.0,-0.12218326369633367,0.9925075566828255,10.555555555555555
89638.93257378094,43137.78411497671,0.0,0.0,0.0,0.0,1.0,8.333333333333334
89640.53597487544,43137.78411497671,0.0,0.0,0.0,0.0,1.0,10.555555555555555
89641.88620737607,43137.78411497671,0.0,0.0,0.0,0.11957873331507432,0.9928247209546921,10.555555555555555
89643.11783952147,43138.085164964905,0.0,0.0,0.0,0.11957873331506498,0.9928247209546933,10.555555555555555
89644.07415298937,43138.318918329736,0.0,0.0,0.0,0.3971213679547763,0.9177661026175064,10.555555555555555
89645.20626825612,43139.5243590107,0.0,0.0,0.0,0.5039557239166493,0.8637294879368458,10.555555555555555
89645.76923550609,43140.520377991415,0.0,0.0,0.0,0.5800385487687759,0.8145890264066982,10.555555555555555
89646.15898206376,43141.64631249136,0.0,0.0,0.0,0.7784530961540334,0.6277027776648748,10.555555555555555
89645.75250567625,43143.52027162141,0.0,0.0,0.0,0.8128026650894113,0.5825391211099475,10.555555555555555
89644.92970738783,43145.94536131359,0.0,0.0,0.0,0.8337112912101965,0.552200582133546,10.555555555555555
89643.84707806096,43148.500366525,0.0,0.0,0.0,0.8552492519469779,0.518216862948452,10.555555555555555
89641.81173492645,43152.39783210172,0.0,0.0,0.0,0.9165407558217081,0.39994129934000566,10.555555555555555
89639.57589380076,43154.80801545232,0.0,0.0,0.0,0.8992723947775991,0.43738902591510215,10.555555555555555
89636.62248099706,43158.57123499251,0.0,0.0,0.0,0.8928580685314871,0.45033817233077444,10.555555555555555
89634.19306078757,43161.85809762888,0.0,0.0,0.0,0.882521833965364,0.47027142436513253,10.555555555555555
89632.14472610115,43164.90678181334,0.0,0.0,0.0,0.8992051865902829,0.4375271790519241,10.555555555555555
89630.23929848586,43167.33620202283,0.0,0.0,0.0,0.8886854860867177,0.45851729173370803,10.555555555555555
89628.71495639363,43169.47980809002,0.0,0.0,0.0,0.8854915914563626,0.4646554007649951,10.555555555555555
89627.33352137255,43171.480507086075,0.0,0.0,0.0,0.9231037056696946,0.3845511000879831,10.555555555555555
89625.76780689986,43173.05893905555,0.0,0.0,0.0,0.9553290692871267,0.29554419191551073,10.555555555555555
89624.16440580538,43174.1560029623,0.0,0.0,0.0,0.9570874559191324,0.28979924382620953,10.555555555555555
89620.98852973171,43176.27339838455,0.0,0.0,0.0,0.8777122510571015,0.4791880678233502,10.555555555555555
89619.63057528084,43178.3857719748,0.0,0.0,0.0,0.7275719971090346,0.6860313323914373,10.555555555555555
89619.47969145296,43180.95079704867,0.0,0.0,0.0,0.5283739126346355,0.8490117834560169,10.555555555555555
89620.70443502252,43183.4388514041,0.0,0.0,0.0,0.30752256457799865,0.9515407885505333,10.555555555555555
89622.99062697949,43185.08891751621,0.0,0.0,0.0,0.27444667616312063,0.9616023200590851,10.555555555555555
89624.74066314583,43186.1764436281,0.0,0.0,0.0,0.14142135623580732,0.9899494936613812,10.555555555555555
89626.76601189678,43186.76717034712,0.0,0.0,0.0,0.010697784796336086,0.9999427770629934,10.555555555555555
89628.97460908885,43186.814432655665,0.0,0.0,0.0,-0.15581315965872672,0.9877865454019731,10.555555555555555
89631.84385315268,43185.886147811485,0.0,0.0,0.0,-0.223814535726417,0.9746317528161949,10.555555555555555
89634.6287076852,43184.53591531086,0.0,0.0,0.0,-0.1972379504195879,0.9803556451177706,10.555555555555555
89637.24478315517,43183.4388514041,0.0,0.0,0.0,-0.09620137206507279,0.995361891983412,10.555555555555555
89640.70475393801,43182.763735153785,0.0,0.0,0.0,0.0,1.0,10.555555555555555
89643.74277706441,43182.763735153785,0.0,0.0,0.0,0.19612514342066456,0.9805788739913908,10.555555555555555
89646.48347093751,43183.905750032834,0.0,0.0,0.0,0.22975292054736118,0.9732489894677302,10.555555555555555
89648.76598267785,43185.047005903005,0.0,0.0,0.0,0.2212077963872011,0.9752266971414998,10.555555555555555
89651.68252545719,43186.44187418878,0.0,0.0,0.0,0.028810226694538518,0.9995848992645944,10.555555555555555
89654.97948685991,43186.63208350047,0.0,0.0,0.0,-0.030766536255818325,0.9995265980687155,10.555555555555555
89657.49827066452,43186.476874530505,0.0,0.0,0.0,-0.2669335818945896,0.9637149282110994,10.555555555555555
89659.60800894676,43185.21103156117,0.0,0.0,0.0,-0.56929947372995,0.8221302264305832,10.555555555555555
89660.43215379519,43183.01810657825,0.0,0.0,0.0,-0.5805210231666492,0.8142452589125384,8.333333333333334
89661.06618483418,43181.179416565195,0.0,0.0,0.0,-0.7770148674120442,0.629482244245732,10.555555555555555
89660.62236310689,43179.08711413654,0.0,0.0,0.0,-0.9894003954971772,0.14521314468748803,10.555555555555555
89659.35430102891,43178.706695513145,0.0,0.0,0.0,-0.9752266971419489,0.2212077963852211,10.555555555555555
89657.89602963925,43178.009261370265,0.0,0.0,0.0,-0.9637149282101303,0.26693358189808836,10.555555555555555
89656.3109520418,43177.05821481178,0.0,0.0,0.0,-0.9732489894677302,0.22975292054736127,10.555555555555555
89654.66247134043,43176.2339744611,0.0,0.0,0.0,-0.9770017458773285,0.21323130293803508,10.555555555555555
89653.14079684686,43175.536540318215,0.0,0.0,0.0,-0.9634092007417537,0.26803490803650026,10.555555555555555
89651.13050551897,43174.32410715573,0.0,0.0,0.0,-0.9414288078118086,0.33721180261378286,10.555555555555555
89648.97492800433,43172.552601867814,0.0,0.0,0.0,-0.9149506445754286,0.403565754234682,10.555555555555555
89647.20274784727,43170.61164264816,0.0,0.0,0.0,-0.8174155604707004,0.5760484367658425,10.555555555555555
89646.35885253438,43168.24873577207,0.0,0.0,0.0,-0.6570245820595966,0.7538691521540144,8.333333333333334
89646.69641065954,43165.80143936469,0.0,0.0,0.0,-0.5205974502079429,0.8538022574560157,10.555555555555555
89648.13103269145,43163.01658483215,0.0,0.0,0.0,-0.3659098243376017,0.9306503105104653,10.555555555555555
89650.00204470384,43161.276278980644,0.0,0.0,0.0,-0.21368569914383695,0.9769024628802047,10.555555555555555
89652.61161033885,43160.077289364555,0.0,0.0,0.0,0.016657638908370954,0.9998612519074825,10.555555555555555
89654.71341613198,43160.147340768315,0.0,0.0,0.0,0.058520917958007596,0.9982861824954566,10.555555555555555
89657.58266019581,43160.484898893475,0.0,0.0,0.0,0.20487456121014322,0.9787882376535546,10.555555555555555
89660.47626452163,43161.75174948585,0.0,0.0,0.0,0.4368728320236527,0.8995232785423807,10.555555555555555
89663.03126973304,43164.99963746645,0.0,0.0,0.0,0.31688707119120163,0.9484632750464629,10.555555555555555
89666.19792967908,43167.38151768571,0.0,0.0,0.0,0.09665984254790304,0.9953174743962926,10.555555555555555
89669.13752813257,43167.957909539335,0.0,0.0,0.0,0.0,1.0,10.555555555555555
89671.90420902996,43167.957909539335,0.0,0.0,0.0,-0.13665478375529036,0.9906187309337507,10.555555555555555
89673.74866296156,43167.43915687107,0.0,0.0,0.0,-0.23527876836040124,0.9719279300230098,10.555555555555555
89675.76603444925,43166.40165153454,0.0,0.0,0.0,-0.3980219034303111,0.9173759122571903,10.555555555555555
89677.43757082477,43164.614836788314,0.0,0.0,0.0,-0.5163532610740255,0.8563756826172841,10.555555555555555
89678.53271534665,43162.539826115266,0.0,0.0,0.0,-0.5488135213186712,0.8359448060833923,10.555555555555555
89679.28202475636,43160.81065055439,0.0,0.0,0.0,-0.6154122094036112,0.7882054380153475,10.555555555555555
89679.80077742462,43158.73563988134,0.0,0.0,0.0,-0.6750778509597537,0.7377464978863407,10.555555555555555
89680.03133416608,43156.14187654003,0.0,0.0,0.0,-0.8474294975165809,0.5309079456353947,10.555555555555555
89679.10910720027,43154.23978342307,0.0,0.0,0.0,-0.8781021779446868,0.47847316025958825,10.555555555555555
89677.95632349302,43152.45296867684,0.0,0.0,0.0,-0.9417954393615358,0.33618648158099973,10.555555555555555
89676.05423037606,43150.89671067205,0.0,0.0,0.0,-0.9732489894677302,0.22975292054736127,10.555555555555555
89673.17227110793,43149.45573103799,0.0,0.0,0.0,-0.9916326330310272,0.12909190953716737,10.555555555555555
89668.74755257889,43148.28384065963,0.0,0.0,0.0,-0.9874441268081474,0.1579686564863272,10.555555555555555
89665.84610598288,43147.33112685198,0.0,0.0,0.0,-0.9897892456405037,0.14253858850992762,10.555555555555555
89662.90135421381,43146.46502339049,0.0,0.0,0.0,-0.9583761302257268,0.2855086566350673,10.555555555555555
89660.64948521393,43144.99264750595,0.0,0.0,0.0,-0.9149506445768327,0.40356575423149865,10.555555555555555
89658.83066794479,43143.00060954451,0.0,0.0,0.0,-0.8607416069909378,0.5090421259529098,10.555555555555555
89657.44089435918,43140.47261089529,0.0,0.0,0.0,-0.8061358789991844,0.5917304661669976,10.555555555555555
89656.59417698646,43137.777359664185,0.0,0.0,0.0,-0.7864337798542875,0.6176745987201497,10.555555555555555
89655.89674284357,43134.91787967836,0.0,0.0,0.0,-0.7856630504658714,0.618654646093167,10.555555555555555
89655.19303340653,43132.001095583546,0.0,0.0,0.0,-0.7403796981483964,0.6721888890555164,10.555555555555555
89654.93320236808,43129.31617485292,0.0,0.0,0.0,-0.8479296619652302,0.5301087514458993,10.555555555555555
89653.28760579124,43125.9383713531,0.0,0.0,0.0,-0.9238795325112867,0.38268343236508984,10.555555555555555
89651.51209369517,43124.162859257034,0.0,0.0,0.0,-0.9870874576374967,0.16018224300696726,10.555555555555555
89648.52403675302,43123.16684027632,0.0,0.0,0.0,-0.9988849904167822,0.04720991336642003,10.555555555555555
89644.41004531094,43122.77709371864,0.0,0.0,0.0,0.9120611936128398,0.4100541172888306,10.555555555555555
89614.65358282019,43156.312013885305,0.0,0.0,0.0,-0.25741837426484276,0.9663000468751128,10.555555555555555
89666.48976427523,43126.584451790106,0.0,0.0,0.0,-0.8506508083520399,0.5257311121191336,2.7777777777777777
